campaign_name,campaign_type,target_segment,start_date,end_date,attrition_window_end_date,age,state,order_total,transaction_date,transaction_id,product_category,store_location
Fall Event 2024,Online Display Ads,Middle-aged (41-60),12/29/2023,2/12/2024,3/13/2024,42,California,284.86,2/5/2024,a218a069-7dd0-4c21-b3b1-17c22f2ed806,Home Decor,Boston MA
New Year Collection 2024,Online Display Ads,Middle-aged (41-60),2/2/2024,2/9/2024,3/10/2024,42,California,284.86,2/5/2024,a218a069-7dd0-4c21-b3b1-17c22f2ed806,Home Decor,Boston MA
Black Friday Discount 2024,Social Media,In-Store Shoppers,12/6/2023,1/20/2024,2/19/2024,42,California,284.86,2/5/2024,a218a069-7dd0-4c21-b3b1-17c22f2ed806,Home Decor,Boston MA
Anniversary Promotion 2024,SMS Marketing,Young Adults (18-25),5/25/2024,6/24/2024,7/24/2024,18,Michigan,5447.73,6/14/2024,a21ae05d-f0d0-4b42-b899-e48226f59821,Laptops,Online
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,42,Georgia,129.53,10/10/2024,a21dcfc1-9517-4651-be9a-6d18614a69c8,Smart Home Devices,Online
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,42,Georgia,129.53,10/10/2024,a21dcfc1-9517-4651-be9a-6d18614a69c8,Smart Home Devices,Online
VIP Extravaganza 2024,Influencer Marketing,Middle-aged (41-60),8/19/2024,10/18/2024,11/17/2024,42,Georgia,129.53,10/10/2024,a21dcfc1-9517-4651-be9a-6d18614a69c8,Smart Home Devices,Online
New Year Promotion 2024,In-Store Promotion,East Coast,3/20/2024,4/19/2024,5/19/2024,32,New York,493.44,4/14/2024,a2352460-695b-40b8-970c-27a1fd3db76c,Smart Home Devices,Online
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,80,Washington,578.23,11/20/2024,a2396880-31d0-44b9-83aa-7a7feb6f9557,Furniture,New York NY
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,80,Washington,578.23,11/20/2024,a2396880-31d0-44b9-83aa-7a7feb6f9557,Furniture,New York NY
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,45,Arizona,1847.72,11/8/2024,a23c31f2-5b1c-4c4d-a65d-143a641bd41a,Furniture,Miami FL
Limited Time Extravaganza 2024,Search Engine Marketing,West Coast,8/12/2024,10/11/2024,11/10/2024,45,Arizona,1847.72,11/8/2024,a23c31f2-5b1c-4c4d-a65d-143a641bd41a,Furniture,Miami FL
Winter Deals 2024,Online Display Ads,West Coast,10/5/2024,10/12/2024,11/11/2024,45,Arizona,1847.72,11/8/2024,a23c31f2-5b1c-4c4d-a65d-143a641bd41a,Furniture,Miami FL
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,45,Arizona,1847.72,11/8/2024,a23c31f2-5b1c-4c4d-a65d-143a641bd41a,Furniture,Miami FL
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,45,Arizona,1847.72,11/8/2024,a23c31f2-5b1c-4c4d-a65d-143a641bd41a,Furniture,Miami FL
Weekend Event 2024,Print Advertisement,Middle-aged (41-60),10/31/2024,11/30/2024,12/30/2024,45,Arizona,1847.72,11/8/2024,a23c31f2-5b1c-4c4d-a65d-143a641bd41a,Furniture,Miami FL
VIP Extravaganza 2024,Influencer Marketing,Middle-aged (41-60),8/19/2024,10/18/2024,11/17/2024,45,Arizona,1847.72,11/8/2024,a23c31f2-5b1c-4c4d-a65d-143a641bd41a,Furniture,Miami FL
Limited Time Extravaganza 2024,Search Engine Marketing,West Coast,8/12/2024,10/11/2024,11/10/2024,37,Washington,200.75,10/17/2024,a2415811-9194-4736-9981-ed4f28a53c49,Kitchen Appliances,Houston TX
Winter Deals 2024,Online Display Ads,West Coast,10/5/2024,10/12/2024,11/11/2024,37,Washington,200.75,10/17/2024,a2415811-9194-4736-9981-ed4f28a53c49,Kitchen Appliances,Houston TX
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,63,California,119.91,6/21/2024,a245fb93-b567-4147-bd3d-a2cc837e8ddc,Smart Home Devices,Online
Black Friday Extravaganza 2024,Influencer Marketing,West Coast,6/16/2024,6/30/2024,7/30/2024,63,California,119.91,6/21/2024,a245fb93-b567-4147-bd3d-a2cc837e8ddc,Smart Home Devices,Online
Summer Deals 2024,Print Advertisement,Seniors (60+),5/20/2024,7/4/2024,8/3/2024,63,California,119.91,6/21/2024,a245fb93-b567-4147-bd3d-a2cc837e8ddc,Smart Home Devices,Online
Limited Time Promotion 2024,In-Store Promotion,Southern States,4/27/2024,6/26/2024,7/26/2024,57,Texas,2351.58,5/14/2024,a2472a7a-5a94-44a2-8ded-8c53385ec3da,TVs,Online
Flash Promotion 2024,SMS Marketing,Middle-aged (41-60),3/28/2024,4/27/2024,5/27/2024,57,Texas,2351.58,5/14/2024,a2472a7a-5a94-44a2-8ded-8c53385ec3da,TVs,Online
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,38,New York,368.06,1/1/2024,a247a835-6631-473a-a9d1-ec519d007a91,Audio Equipment,Online
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,25,Texas,206.81,11/12/2024,a248af72-3930-4ab2-8eb0-1e856c15f346,Gaming Consoles,Online
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,25,Texas,206.81,11/12/2024,a248af72-3930-4ab2-8eb0-1e856c15f346,Gaming Consoles,Online
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,38,Ohio,66.67,1/6/2025,a24fb196-0bb3-4db3-9960-759da30da5fb,Smart Home Devices,Online
Flash Promotion 2024,SMS Marketing,Middle-aged (41-60),3/28/2024,4/27/2024,5/27/2024,55,Florida,401.32,4/18/2024,a2548eb2-3d9f-4af0-8b4a-820f0553fdbd,Furniture,Online
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,24,Florida,28.11,12/20/2024,a260f7fc-3341-4df9-ae75-c94c5c8ae2da,Smart Home Devices,Houston TX
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,24,Florida,28.11,12/20/2024,a260f7fc-3341-4df9-ae75-c94c5c8ae2da,Smart Home Devices,Houston TX
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,35,Texas,101.32,2/21/2024,a265aa53-4a9c-43ac-89e5-c679a781a1f5,Smart Home Devices,Denver CO
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,27,California,842.89,2/16/2024,a2730547-21b7-46b6-b0d2-872b98f73d38,Smartphones,Online
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,38,Texas,632.8,2/4/2024,a27e78e7-acc5-47c7-a226-cc75fba9489c,Smartphones,Online
New Year Deals 2024,Email Marketing,Southern States,12/10/2023,1/9/2024,2/8/2024,38,Texas,632.8,2/4/2024,a27e78e7-acc5-47c7-a226-cc75fba9489c,Smartphones,Online
Limited Time Promotion 2024,In-Store Promotion,Southern States,4/27/2024,6/26/2024,7/26/2024,31,Georgia,192.95,6/1/2024,a2866627-7c07-4f03-a257-9296b70aa3bf,Kitchen Appliances,Houston TX
Back to School Sale 2024,Radio Advertisement,In-Store Shoppers,4/13/2024,5/13/2024,6/12/2024,31,Georgia,192.95,6/1/2024,a2866627-7c07-4f03-a257-9296b70aa3bf,Kitchen Appliances,Houston TX
Back to School Bonanza 2024,In-Store Promotion,East Coast,10/6/2024,11/5/2024,12/5/2024,48,Massachusetts,995.04,11/9/2024,a2872132-ccba-4cb2-bc03-f2a6314e5983,Kitchen Appliances,Denver CO
Weekend Event 2024,Print Advertisement,Middle-aged (41-60),10/31/2024,11/30/2024,12/30/2024,48,Massachusetts,995.04,11/9/2024,a2872132-ccba-4cb2-bc03-f2a6314e5983,Kitchen Appliances,Denver CO
VIP Extravaganza 2024,Influencer Marketing,Middle-aged (41-60),8/19/2024,10/18/2024,11/17/2024,48,Massachusetts,995.04,11/9/2024,a2872132-ccba-4cb2-bc03-f2a6314e5983,Kitchen Appliances,Denver CO
Back to School Promotion 2024,Radio Advertisement,East Coast,9/19/2024,11/3/2024,12/3/2024,48,Massachusetts,995.04,11/9/2024,a2872132-ccba-4cb2-bc03-f2a6314e5983,Kitchen Appliances,Denver CO
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,37,Georgia,1545.45,10/1/2024,a28b6fa3-58b3-4340-9615-28c4a48c02ac,Furniture,Denver CO
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,37,Georgia,1545.45,10/1/2024,a28b6fa3-58b3-4340-9615-28c4a48c02ac,Furniture,Denver CO
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,45,Florida,1018.85,10/24/2024,a28f4355-e1f1-457b-ba35-1a8c8310e094,TVs,Denver CO
VIP Extravaganza 2024,Influencer Marketing,Middle-aged (41-60),8/19/2024,10/18/2024,11/17/2024,45,Florida,1018.85,10/24/2024,a28f4355-e1f1-457b-ba35-1a8c8310e094,TVs,Denver CO
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,26,New Jersey,73.17,11/7/2024,a29110be-2837-4cc5-9a7a-0e5726ae8567,Smart Home Devices,Online
Back to School Bonanza 2024,In-Store Promotion,East Coast,10/6/2024,11/5/2024,12/5/2024,26,New Jersey,73.17,11/7/2024,a29110be-2837-4cc5-9a7a-0e5726ae8567,Smart Home Devices,Online
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,26,New Jersey,73.17,11/7/2024,a29110be-2837-4cc5-9a7a-0e5726ae8567,Smart Home Devices,Online
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,26,New Jersey,73.17,11/7/2024,a29110be-2837-4cc5-9a7a-0e5726ae8567,Smart Home Devices,Online
Back to School Promotion 2024,Radio Advertisement,East Coast,9/19/2024,11/3/2024,12/3/2024,26,New Jersey,73.17,11/7/2024,a29110be-2837-4cc5-9a7a-0e5726ae8567,Smart Home Devices,Online
Black Friday Discount 2024,Social Media,In-Store Shoppers,12/6/2023,1/20/2024,2/19/2024,36,Arizona,1116.04,12/10/2023,a29223c3-df87-4854-b004-4cf6134159dc,Laptops,Houston TX
VIP Special 2024,Social Media,East Coast,4/25/2024,6/24/2024,7/24/2024,27,New Jersey,218.9,6/28/2024,a293d0bf-b300-4e6d-ac20-cbd20f90f3fe,Gaming Consoles,Los Angeles CA
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,45,Texas,2129.75,7/14/2024,a295269a-48a2-40f6-b5db-e6f544ebe950,Furniture,Houston TX
Limited Time Promotion 2024,In-Store Promotion,Southern States,4/27/2024,6/26/2024,7/26/2024,45,Texas,2129.75,7/14/2024,a295269a-48a2-40f6-b5db-e6f544ebe950,Furniture,Houston TX
Fall Event 2024,Online Display Ads,Middle-aged (41-60),12/29/2023,2/12/2024,3/13/2024,58,New York,581.28,1/13/2024,a2986927-564b-42f5-ad24-5652429cf293,Smart Home Devices,Seattle WA
Black Friday Discount 2024,Social Media,In-Store Shoppers,12/6/2023,1/20/2024,2/19/2024,58,New York,581.28,1/13/2024,a2986927-564b-42f5-ad24-5652429cf293,Smart Home Devices,Seattle WA
Back to School Bonanza 2024,In-Store Promotion,East Coast,10/6/2024,11/5/2024,12/5/2024,54,New York,743.61,10/24/2024,a29b3594-1091-4e56-a013-9fb6a60f967d,Furniture,Online
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,54,New York,743.61,10/24/2024,a29b3594-1091-4e56-a013-9fb6a60f967d,Furniture,Online
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,54,New York,743.61,10/24/2024,a29b3594-1091-4e56-a013-9fb6a60f967d,Furniture,Online
VIP Extravaganza 2024,Influencer Marketing,Middle-aged (41-60),8/19/2024,10/18/2024,11/17/2024,54,New York,743.61,10/24/2024,a29b3594-1091-4e56-a013-9fb6a60f967d,Furniture,Online
Back to School Promotion 2024,Radio Advertisement,East Coast,9/19/2024,11/3/2024,12/3/2024,54,New York,743.61,10/24/2024,a29b3594-1091-4e56-a013-9fb6a60f967d,Furniture,Online
Black Friday Extravaganza 2024,Influencer Marketing,West Coast,6/16/2024,6/30/2024,7/30/2024,28,Arizona,364.06,7/3/2024,a2a94ced-c912-40cc-a7aa-f46c732ff4af,Audio Equipment,Online
Flash Extravaganza 2024,Online Display Ads,Young Adults (18-25),6/30/2024,9/28/2024,10/28/2024,18,Georgia,30.34,9/1/2024,a2b0681f-c08f-40ae-adbc-ee8de8c9e93b,Computer Accessories,Seattle WA
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,34,Texas,1170.9,3/28/2024,a2b31a26-e471-46d2-a057-47a26217d0b8,Laptops,Online
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,20,Pennsylvania,290.07,9/14/2024,a2bdd2c3-9a37-46bf-b3f0-f8a6638d002e,Smart Home Devices,Houston TX
Flash Extravaganza 2024,Online Display Ads,Young Adults (18-25),6/30/2024,9/28/2024,10/28/2024,20,Pennsylvania,290.07,9/14/2024,a2bdd2c3-9a37-46bf-b3f0-f8a6638d002e,Smart Home Devices,Houston TX
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,20,Pennsylvania,290.07,9/14/2024,a2bdd2c3-9a37-46bf-b3f0-f8a6638d002e,Smart Home Devices,Houston TX
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,26,California,481.72,10/4/2024,a2bebb70-07e2-49bf-bb8d-5bd1261ae630,Gaming Consoles,Online
Limited Time Extravaganza 2024,Search Engine Marketing,West Coast,8/12/2024,10/11/2024,11/10/2024,26,California,481.72,10/4/2024,a2bebb70-07e2-49bf-bb8d-5bd1261ae630,Gaming Consoles,Online
New Year Deals 2024,Email Marketing,Southern States,12/10/2023,1/9/2024,2/8/2024,59,Texas,266.65,12/18/2023,a2bf3b3f-6f4d-47f4-8037-d4865b854286,Gaming Consoles,Online
Black Friday Discount 2024,Social Media,In-Store Shoppers,12/6/2023,1/20/2024,2/19/2024,59,Texas,266.65,12/18/2023,a2bf3b3f-6f4d-47f4-8037-d4865b854286,Gaming Consoles,Online
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,45,Illinois,113.98,8/24/2024,a2c008fa-b7f7-4542-b247-cd0f8e0650c8,Home Decor,New York NY
Flash Special 2024,Search Engine Marketing,Midwest,6/16/2024,8/15/2024,9/14/2024,45,Illinois,113.98,8/24/2024,a2c008fa-b7f7-4542-b247-cd0f8e0650c8,Home Decor,New York NY
VIP Extravaganza 2024,Influencer Marketing,Middle-aged (41-60),8/19/2024,10/18/2024,11/17/2024,45,Illinois,113.98,8/24/2024,a2c008fa-b7f7-4542-b247-cd0f8e0650c8,Home Decor,New York NY
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,30,North Carolina,2830.84,11/15/2024,a2c7d62e-5e65-423c-b133-07fbd46efec1,Furniture,Online
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,30,North Carolina,2830.84,11/15/2024,a2c7d62e-5e65-423c-b133-07fbd46efec1,Furniture,Online
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,30,North Carolina,2830.84,11/15/2024,a2c7d62e-5e65-423c-b133-07fbd46efec1,Furniture,Online
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,26,Ohio,394.36,11/22/2024,a2c8e0b7-4763-48e2-8984-819e7fedf33c,Gaming Consoles,San Francisco CA
Flash Special 2024,Search Engine Marketing,Midwest,6/16/2024,8/15/2024,9/14/2024,26,Michigan,394.1,8/5/2024,a2d1ef6e-c03f-42a7-99e4-3609356328ff,Smartphones,Online
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,36,Michigan,399.06,11/5/2024,a2e411c4-e23a-4dd4-a845-810d7ba63d85,Home Decor,Online
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,36,Michigan,399.06,11/5/2024,a2e411c4-e23a-4dd4-a845-810d7ba63d85,Home Decor,Online
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,32,Massachusetts,597.66,12/3/2024,a2e61bd8-ec07-43f0-aba4-ae2a98f1d366,Smart Home Devices,Online
Back to School Bonanza 2024,In-Store Promotion,East Coast,10/6/2024,11/5/2024,12/5/2024,32,Massachusetts,597.66,12/3/2024,a2e61bd8-ec07-43f0-aba4-ae2a98f1d366,Smart Home Devices,Online
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,32,Massachusetts,597.66,12/3/2024,a2e61bd8-ec07-43f0-aba4-ae2a98f1d366,Smart Home Devices,Online
Back to School Promotion 2024,Radio Advertisement,East Coast,9/19/2024,11/3/2024,12/3/2024,32,Massachusetts,597.66,12/3/2024,a2e61bd8-ec07-43f0-aba4-ae2a98f1d366,Smart Home Devices,Online
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,30,Texas,768.47,2/17/2024,a2e75ba4-c417-4b4a-8179-0a1dcd8befc4,Laptops,Denver CO
Black Friday Discount 2024,Social Media,In-Store Shoppers,12/6/2023,1/20/2024,2/19/2024,30,Texas,768.47,2/17/2024,a2e75ba4-c417-4b4a-8179-0a1dcd8befc4,Laptops,Denver CO
New Year Deals 2024,Email Marketing,Southern States,12/10/2023,1/9/2024,2/8/2024,43,Texas,431.9,12/25/2023,a2ea64cb-78d1-40a7-96d9-9191c0d5f22f,Smart Home Devices,Online
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,31,Illinois,273.82,11/12/2024,a2eb5ad2-f316-4f20-99cf-b55146c91bd2,Smart Home Devices,New York NY
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,31,Illinois,273.82,11/12/2024,a2eb5ad2-f316-4f20-99cf-b55146c91bd2,Smart Home Devices,New York NY
Weekend Event 2024,Print Advertisement,Middle-aged (41-60),10/31/2024,11/30/2024,12/30/2024,51,California,209.6,11/15/2024,a2ec6225-4f50-4b88-8b3e-eb0f2b9c8f89,Small Kitchen Appliances,San Francisco CA
VIP Extravaganza 2024,Influencer Marketing,Middle-aged (41-60),8/19/2024,10/18/2024,11/17/2024,51,California,209.6,11/15/2024,a2ec6225-4f50-4b88-8b3e-eb0f2b9c8f89,Small Kitchen Appliances,San Francisco CA
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,34,Michigan,476.2,11/30/2024,a2f1b699-2951-4afc-8d96-f4732865e7b2,Audio Equipment,Los Angeles CA
Fall Event 2024,Online Display Ads,Middle-aged (41-60),12/29/2023,2/12/2024,3/13/2024,56,Ohio,734.68,1/30/2024,a2fa182c-46e8-47d6-9df2-55756ae78210,Desktop Computers,Online
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,32,California,499.62,11/29/2024,a3003128-7681-4f68-a227-54b9122fd38f,Smartphones,Online
Back to School Bonanza 2024,In-Store Promotion,East Coast,10/6/2024,11/5/2024,12/5/2024,37,New York,1885.64,11/21/2024,a30422c2-512c-41c9-ba98-5aff167cae5c,Smartphones,Denver CO
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,37,New York,1885.64,11/21/2024,a30422c2-512c-41c9-ba98-5aff167cae5c,Smartphones,Denver CO
Back to School Promotion 2024,Radio Advertisement,East Coast,9/19/2024,11/3/2024,12/3/2024,37,New York,1885.64,11/21/2024,a30422c2-512c-41c9-ba98-5aff167cae5c,Smartphones,Denver CO
Anniversary Promotion 2024,SMS Marketing,Young Adults (18-25),5/25/2024,6/24/2024,7/24/2024,22,Arizona,67.42,6/26/2024,a3118798-d0ff-4308-816a-9a464e349640,Small Kitchen Appliances,Los Angeles CA
Black Friday Extravaganza 2024,Influencer Marketing,West Coast,6/16/2024,6/30/2024,7/30/2024,22,Arizona,67.42,6/26/2024,a3118798-d0ff-4308-816a-9a464e349640,Small Kitchen Appliances,Los Angeles CA
Flash Special 2024,Search Engine Marketing,Midwest,6/16/2024,8/15/2024,9/14/2024,43,Ohio,1212.4,7/3/2024,a326039f-85f6-447d-89e6-e7e9c7a4835b,Smartphones,Online
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,25,California,130.43,7/17/2024,a33b78ae-79cb-4094-8f9c-6525e8c0d275,Smart Home Devices,Atlanta GA
Flash Extravaganza 2024,Online Display Ads,Young Adults (18-25),6/30/2024,9/28/2024,10/28/2024,25,California,130.43,7/17/2024,a33b78ae-79cb-4094-8f9c-6525e8c0d275,Smart Home Devices,Atlanta GA
Anniversary Promotion 2024,SMS Marketing,Young Adults (18-25),5/25/2024,6/24/2024,7/24/2024,25,California,130.43,7/17/2024,a33b78ae-79cb-4094-8f9c-6525e8c0d275,Smart Home Devices,Atlanta GA
Black Friday Extravaganza 2024,Influencer Marketing,West Coast,6/16/2024,6/30/2024,7/30/2024,25,California,130.43,7/17/2024,a33b78ae-79cb-4094-8f9c-6525e8c0d275,Smart Home Devices,Atlanta GA
Back to School Bonanza 2024,In-Store Promotion,East Coast,10/6/2024,11/5/2024,12/5/2024,34,Pennsylvania,915.7,10/7/2024,a33c9a1f-74cf-4325-b048-a805dff6f321,Kitchen Appliances,Chicago IL
Back to School Promotion 2024,Radio Advertisement,East Coast,9/19/2024,11/3/2024,12/3/2024,34,Pennsylvania,915.7,10/7/2024,a33c9a1f-74cf-4325-b048-a805dff6f321,Kitchen Appliances,Chicago IL
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,34,Illinois,85.46,11/18/2024,a341bda4-3e02-4c2c-9ba0-1f4a80b5e16b,Smart Home Devices,Online
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,34,Illinois,85.46,11/18/2024,a341bda4-3e02-4c2c-9ba0-1f4a80b5e16b,Smart Home Devices,Online
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,41,New York,78.03,9/29/2024,a34bc357-2778-4dd9-952d-762f09f57dde,Home Decor,Miami FL
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,41,New York,78.03,9/29/2024,a34bc357-2778-4dd9-952d-762f09f57dde,Home Decor,Miami FL
VIP Extravaganza 2024,Influencer Marketing,Middle-aged (41-60),8/19/2024,10/18/2024,11/17/2024,41,New York,78.03,9/29/2024,a34bc357-2778-4dd9-952d-762f09f57dde,Home Decor,Miami FL
Back to School Promotion 2024,Radio Advertisement,East Coast,9/19/2024,11/3/2024,12/3/2024,41,New York,78.03,9/29/2024,a34bc357-2778-4dd9-952d-762f09f57dde,Home Decor,Miami FL
Back to School Bonanza 2024,In-Store Promotion,East Coast,10/6/2024,11/5/2024,12/5/2024,27,New York,872.27,11/2/2024,a34bc487-e50c-44a3-8387-dc8eaa0876fe,Smartphones,Online
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,27,New York,872.27,11/2/2024,a34bc487-e50c-44a3-8387-dc8eaa0876fe,Smartphones,Online
Back to School Promotion 2024,Radio Advertisement,East Coast,9/19/2024,11/3/2024,12/3/2024,27,New York,872.27,11/2/2024,a34bc487-e50c-44a3-8387-dc8eaa0876fe,Smartphones,Online
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,44,California,79.08,1/6/2025,a34e9b75-f317-4919-b9da-c3822383468d,Smart Home Devices,Online
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,30,Texas,105.05,6/25/2024,a34f2ba9-d28a-4f0a-9076-8b85e2b2d6e2,Smart Home Devices,Boston MA
Limited Time Promotion 2024,In-Store Promotion,Southern States,4/27/2024,6/26/2024,7/26/2024,30,Texas,105.05,6/25/2024,a34f2ba9-d28a-4f0a-9076-8b85e2b2d6e2,Smart Home Devices,Boston MA
Clearance Promotion 2024,Influencer Marketing,Technology Enthusiasts,9/8/2024,11/7/2024,12/7/2024,30,North Carolina,1973.92,12/5/2024,a3587618-9f6b-46fd-8e1c-af098a3220be,Smartphones,Online
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,30,North Carolina,1973.92,12/5/2024,a3587618-9f6b-46fd-8e1c-af098a3220be,Smartphones,Online
Fall Promotion 2024,Online Display Ads,Adults (26-40),12/29/2023,2/27/2024,3/28/2024,28,California,372.56,3/11/2024,a35cf10d-2e16-483c-a03d-a40eeb285e5b,Smartphones,Atlanta GA
Limited Time Promotion 2024,In-Store Promotion,Southern States,4/27/2024,6/26/2024,7/26/2024,23,Texas,57.19,7/21/2024,a3600495-1511-4892-8d32-807009afb667,Audio Equipment,Miami FL
Flash Extravaganza 2024,Online Display Ads,Young Adults (18-25),6/30/2024,9/28/2024,10/28/2024,23,Texas,57.19,7/21/2024,a3600495-1511-4892-8d32-807009afb667,Audio Equipment,Miami FL
Anniversary Promotion 2024,SMS Marketing,Young Adults (18-25),5/25/2024,6/24/2024,7/24/2024,23,Texas,57.19,7/21/2024,a3600495-1511-4892-8d32-807009afb667,Audio Equipment,Miami FL
New Year Bonanza 2024,In-Store Promotion,Southern States,11/9/2024,12/24/2024,1/23/2025,36,Texas,390.27,11/21/2024,a3674c1d-7467-4473-ae23-06a142208826,Small Kitchen Appliances,Houston TX
Weekend Bonanza 2024,Search Engine Marketing,Home Improvement,6/13/2024,9/11/2024,10/11/2024,37,New York,4796.4,9/14/2024,a36bc74c-0974-494f-aef9-33e2bd6245da,Furniture,Boston MA
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,37,New York,4796.4,9/14/2024,a36bc74c-0974-494f-aef9-33e2bd6245da,Furniture,Boston MA
Holiday Deals 2024,Search Engine Marketing,Home Improvement,11/7/2024,12/7/2024,1/6/2025,34,Illinois,187.16,11/7/2024,a36d89ad-a7b8-447f-9fc6-4bfca479134b,Bedding,Miami FL
Spring Special 2024,Radio Advertisement,Home Improvement,10/16/2024,11/15/2024,12/15/2024,34,Illinois,187.16,11/7/2024,a36d89ad-a7b8-447f-9fc6-4bfca479134b,Bedding,Miami FL
Black Friday Collection 2024,SMS Marketing,Home Improvement,9/12/2024,10/12/2024,11/11/2024,34,Illinois,187.16,11/7/2024,a36d89ad-a7b8-447f-9fc6-4bfca479134b,Bedding,Miami FL
